MUNICIPALITY,FARM TYPE,YEAR,MONTH,CROP,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha)
KAPANGAN,IRRIGATED,2021,JUL,BROCCOLI,5,0.4,8,20
KAPANGAN,IRRIGATED,2021,AUG,BROCCOLI,5,5,55,11
KAPANGAN,IRRIGATED,2021,SEP,BROCCOLI,5,5,55,11
KAPANGAN,IRRIGATED,2021,OCT,BROCCOLI,0.3,5,55,11
KAPANGAN,IRRIGATED,2021,NOV,BROCCOLI,0.3,0.3,3.6,12
KAPANGAN,IRRIGATED,2021,DEC,BROCCOLI,0.25,0.3,3.9,13
KAPANGAN,IRRIGATED,2021,JAN,SNAP BEANS,8.4,8,96,12
KAPANGAN,IRRIGATED,2021,FEB,SNAP BEANS,8.8,7,84,12
KAPANGAN,IRRIGATED,2021,MAR,SNAP BEANS,11,7,84,12
KAPANGAN,IRRIGATED,2021,APR,SNAP BEANS,12,7.3,87.6,12
KAPANGAN,IRRIGATED,2021,MAY,SNAP BEANS,12,8,96,12
KAPANGAN,IRRIGATED,2021,JUN,SNAP BEANS,5,8,96,12
KAPANGAN,IRRIGATED,2021,JUL,SNAP BEANS,5,5,55,11
KAPANGAN,IRRIGATED,2021,AUG,SNAP BEANS,5,5,55,11
KAPANGAN,IRRIGATED,2021,SEP,SNAP BEANS,5,5,55,11
KAPANGAN,IRRIGATED,2021,OCT,SNAP BEANS,12,5,55,11
KAPANGAN,IRRIGATED,2021,NOV,SNAP BEANS,12,8,88,11
KAPANGAN,IRRIGATED,2021,DEC,SNAP BEANS,12,8,88,11
KAPANGAN,IRRIGATED,2021,JAN,GARDEN PEAS,4,6,24,4
KAPANGAN,IRRIGATED,2021,FEB,GARDEN PEAS,6,4,16,4
KAPANGAN,IRRIGATED,2021,MAR,GARDEN PEAS,6,6,24,4
KAPANGAN,IRRIGATED,2021,APR,GARDEN PEAS,7,6,24,4
KAPANGAN,IRRIGATED,2021,MAY,GARDEN PEAS,6,7,28,4
KAPANGAN,IRRIGATED,2021,JUN,GARDEN PEAS,5,6,24,4
KAPANGAN,IRRIGATED,2021,JUL,GARDEN PEAS,5,5,55,11
KAPANGAN,IRRIGATED,2021,AUG,GARDEN PEAS,5,5,55,11
KAPANGAN,IRRIGATED,2021,SEP,GARDEN PEAS,5,5,55,11
KAPANGAN,IRRIGATED,2021,OCT,GARDEN PEAS,5,5,55,11
KAPANGAN,IRRIGATED,2021,NOV,GARDEN PEAS,5,5,55,11
KAPANGAN,IRRIGATED,2021,DEC,GARDEN PEAS,4,5,20,4
KAPANGAN,IRRIGATED,2021,JAN,SWEET PEPPER,10,100,800,8
KAPANGAN,IRRIGATED,2021,FEB,SWEET PEPPER,25,70,560,8
KAPANGAN,IRRIGATED,2021,MAR,SWEET PEPPER,30,70,560,8
KAPANGAN,IRRIGATED,2021,APR,SWEET PEPPER,40,85,680,8
KAPANGAN,IRRIGATED,2021,MAY,SWEET PEPPER,40,100,800,8
KAPANGAN,IRRIGATED,2021,JUN,SWEET PEPPER,40,125,1000,8
KAPANGAN,IRRIGATED,2021,JUL,SWEET PEPPER,25,165,660,4
KAPANGAN,IRRIGATED,2021,AUG,SWEET PEPPER,25,189,756,4
KAPANGAN,IRRIGATED,2021,SEP,SWEET PEPPER,25,189,1512,8
KAPANGAN,IRRIGATED,2021,OCT,SWEET PEPPER,40,184,1472,8
KAPANGAN,IRRIGATED,2021,NOV,SWEET PEPPER,30,164,1312,8
KAPANGAN,IRRIGATED,2021,DEC,SWEET PEPPER,30,164,1312,8
KAPANGAN,IRRIGATED,2021,JAN,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,FEB,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,MAR,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,APR,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,MAY,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,JUN,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,JUL,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,AUG,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,SEP,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,OCT,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,NOV,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,DEC,WHITE POTATO,5,5,55,11
KAPANGAN,IRRIGATED,2021,JAN,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,FEB,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,MAR,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,APR,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,MAY,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,JUN,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,JUL,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,AUG,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,SEP,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,OCT,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,NOV,CARROTS,5,5,55,11
KAPANGAN,IRRIGATED,2021,DEC,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,JAN,CABBAGE,5,0.6,9,15
KAPANGAN,RAINFED,2021,FEB,CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,APR,CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,CABBAGE,0.3,5,55,11
KAPANGAN,RAINFED,2021,JUN,CABBAGE,0.5,0.3,4.5,15
KAPANGAN,RAINFED,2021,JUL,CABBAGE,0.5,0.5,7.5,15
KAPANGAN,RAINFED,2021,AUG,CABBAGE,0.15,0.36,3.6,10
KAPANGAN,RAINFED,2021,SEP,CABBAGE,0.22,0.22,2.64,12
KAPANGAN,RAINFED,2021,OCT,CABBAGE,0.5,0.22,2.64,12
KAPANGAN,RAINFED,2021,NOV,CABBAGE,0.51,0.5,7.5,15
KAPANGAN,RAINFED,2021,DEC,CABBAGE,0.5,0.51,7.65,15
KAPANGAN,RAINFED,2021,JAN,CHINESE CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,FEB,CHINESE CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,CHINESE CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,APR,CHINESE CABBAGE,0.35,5,55,11
KAPANGAN,RAINFED,2021,MAY,CHINESE CABBAGE,1.2,0.35,5.25,15
KAPANGAN,RAINFED,2021,JUN,CHINESE CABBAGE,0.8,1.2,18,15
KAPANGAN,RAINFED,2021,JUL,CHINESE CABBAGE,0.2,0.8,12,15
KAPANGAN,RAINFED,2021,AUG,CHINESE CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,SEP,CHINESE CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,OCT,CHINESE CABBAGE,0.4,0.4,4,10
KAPANGAN,RAINFED,2021,NOV,CHINESE CABBAGE,5,5,55,11
KAPANGAN,RAINFED,2021,DEC,CHINESE CABBAGE,0.85,5,55,11
KAPANGAN,RAINFED,2021,JAN,LETTUCE,5,0.2,2.4,12
KAPANGAN,RAINFED,2021,FEB,LETTUCE,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,LETTUCE,5,5,55,11
KAPANGAN,RAINFED,2021,APR,LETTUCE,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,LETTUCE,0.43,5,55,11
KAPANGAN,RAINFED,2021,JUN,LETTUCE,0.5,0.43,5.16,12
KAPANGAN,RAINFED,2021,JUL,LETTUCE,0.5,0.5,6,12
KAPANGAN,RAINFED,2021,AUG,LETTUCE,0.2,0.23,2.07,9
KAPANGAN,RAINFED,2021,SEP,LETTUCE,0.4,0.43,4.3,10
KAPANGAN,RAINFED,2021,OCT,LETTUCE,5,5,55,11
KAPANGAN,RAINFED,2021,NOV,LETTUCE,0.4,0.4,4,10
KAPANGAN,RAINFED,2021,DEC,LETTUCE,0.5,0.4,4.4,11
KAPANGAN,RAINFED,2021,JAN,CAULIFLOWER,5,0.25,5,20
KAPANGAN,RAINFED,2021,FEB,CAULIFLOWER,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,CAULIFLOWER,5,5,55,11
KAPANGAN,RAINFED,2021,APR,CAULIFLOWER,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,CAULIFLOWER,0.4,5,55,11
KAPANGAN,RAINFED,2021,JUN,CAULIFLOWER,0.4,0.4,8,20
KAPANGAN,RAINFED,2021,JUL,CAULIFLOWER,0.3,0.4,8,20
KAPANGAN,RAINFED,2021,AUG,CAULIFLOWER,5,0.2,2.8,14
KAPANGAN,RAINFED,2021,SEP,CAULIFLOWER,5,5,55,11
KAPANGAN,RAINFED,2021,OCT,CAULIFLOWER,0.3,5,55,11
KAPANGAN,RAINFED,2021,NOV,CAULIFLOWER,0.35,0.3,4.5,15
KAPANGAN,RAINFED,2021,DEC,CAULIFLOWER,0.3,0.35,5.25,15
KAPANGAN,RAINFED,2021,JAN,BROCCOLI,5,5,55,11
KAPANGAN,RAINFED,2021,FEB,BROCCOLI,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,BROCCOLI,5,5,55,11
KAPANGAN,RAINFED,2021,APR,BROCCOLI,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,BROCCOLI,0.3,5,55,11
KAPANGAN,RAINFED,2021,JUN,BROCCOLI,0.4,0.3,6,20
KAPANGAN,RAINFED,2021,JUL,BROCCOLI,0.4,0.4,8,20
KAPANGAN,RAINFED,2021,AUG,BROCCOLI,0.2,0.25,5,20
KAPANGAN,RAINFED,2021,SEP,BROCCOLI,5,0.3,6,20
KAPANGAN,RAINFED,2021,OCT,BROCCOLI,0.3,5,55,11
KAPANGAN,RAINFED,2021,NOV,BROCCOLI,0.34,0.3,3.9,13
KAPANGAN,RAINFED,2021,DEC,BROCCOLI,5,0.34,5.1,15
KAPANGAN,RAINFED,2021,JAN,SNAP BEANS,5,3,36,12
KAPANGAN,RAINFED,2021,FEB,SNAP BEANS,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,SNAP BEANS,5,5,55,11
KAPANGAN,RAINFED,2021,APR,SNAP BEANS,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,SNAP BEANS,9.5,5,55,11
KAPANGAN,RAINFED,2021,JUN,SNAP BEANS,10,9.5,114,12
KAPANGAN,RAINFED,2021,JUL,SNAP BEANS,9.2,10,120,12
KAPANGAN,RAINFED,2021,AUG,SNAP BEANS,7.05,1.49,14.9,10
KAPANGAN,RAINFED,2021,SEP,SNAP BEANS,5.2,7.05,70.5,10
KAPANGAN,RAINFED,2021,OCT,SNAP BEANS,7,5.2,52,10
KAPANGAN,RAINFED,2021,NOV,SNAP BEANS,7,6,60,10
KAPANGAN,RAINFED,2021,DEC,SNAP BEANS,8,10,110,11
KAPANGAN,RAINFED,2021,JAN,GARDEN PEAS,5,6,24,4
KAPANGAN,RAINFED,2021,FEB,GARDEN PEAS,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,GARDEN PEAS,5,5,55,11
KAPANGAN,RAINFED,2021,APR,GARDEN PEAS,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,GARDEN PEAS,8,5,55,11
KAPANGAN,RAINFED,2021,JUN,GARDEN PEAS,10,8,32,4
KAPANGAN,RAINFED,2021,JUL,GARDEN PEAS,7,10,40,4
KAPANGAN,RAINFED,2021,AUG,GARDEN PEAS,4,5.9,23.6,4
KAPANGAN,RAINFED,2021,SEP,GARDEN PEAS,4.5,5,20,4
KAPANGAN,RAINFED,2021,OCT,GARDEN PEAS,5,4.5,15.75,3.5
KAPANGAN,RAINFED,2021,NOV,GARDEN PEAS,8.5,5,17.5,3.5
KAPANGAN,RAINFED,2021,DEC,GARDEN PEAS,6,8.5,34,4
KAPANGAN,RAINFED,2021,JAN,SWEET PEPPER,5,50,350,7
KAPANGAN,RAINFED,2021,FEB,SWEET PEPPER,5,53,371,7
KAPANGAN,RAINFED,2021,MAR,SWEET PEPPER,5,30,210,7
KAPANGAN,RAINFED,2021,APR,SWEET PEPPER,15,30,210,7
KAPANGAN,RAINFED,2021,MAY,SWEET PEPPER,20,28,196,7
KAPANGAN,RAINFED,2021,JUN,SWEET PEPPER,20,35,245,7
KAPANGAN,RAINFED,2021,JUL,SWEET PEPPER,7,55,220,4
KAPANGAN,RAINFED,2021,AUG,SWEET PEPPER,7,68.71,274.84,4
KAPANGAN,RAINFED,2021,SEP,SWEET PEPPER,7,75.71,454.26,6
KAPANGAN,RAINFED,2021,OCT,SWEET PEPPER,10,82.71,496.26,6
KAPANGAN,RAINFED,2021,NOV,SWEET PEPPER,15,74.71,597.68,8
KAPANGAN,RAINFED,2021,DEC,SWEET PEPPER,18,64.71,517.68,8
KAPANGAN,RAINFED,2021,JAN,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,FEB,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,APR,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,JUN,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,JUL,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,AUG,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,SEP,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,OCT,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,NOV,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,DEC,WHITE POTATO,5,5,55,11
KAPANGAN,RAINFED,2021,JAN,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,FEB,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,MAR,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,APR,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,MAY,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,JUN,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,JUL,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,AUG,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,SEP,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,OCT,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,NOV,CARROTS,5,5,55,11
KAPANGAN,RAINFED,2021,DEC,CARROTS,5,5,55,11
KIBUNGAN,IRRIGATED,2021,JAN,CABBAGE,5,65,1170,18
KIBUNGAN,IRRIGATED,2021,FEB,CABBAGE,105.7,5,90,18
KIBUNGAN,IRRIGATED,2021,MAR,CABBAGE,200,2,40,20
KIBUNGAN,IRRIGATED,2021,APR,CABBAGE,50,5,55,11
KIBUNGAN,IRRIGATED,2021,MAY,CABBAGE,100,100,2000,20
KIBUNGAN,IRRIGATED,2021,JUN,CABBAGE,100,155.7,3114,20
KIBUNGAN,IRRIGATED,2021,JUL,CABBAGE,100,50,1100,22
KIBUNGAN,IRRIGATED,2021,AUG,CABBAGE,5,5,55,11
KIBUNGAN,IRRIGATED,2021,SEP,CABBAGE,5,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,CABBAGE,35,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,CABBAGE,80,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,CABBAGE,100,10,200,20
KIBUNGAN,IRRIGATED,2021,JAN,CHINESE CABBAGE,5,15,225,15
KIBUNGAN,IRRIGATED,2021,FEB,CHINESE CABBAGE,5,5,75,15
KIBUNGAN,IRRIGATED,2021,MAR,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,IRRIGATED,2021,APR,CHINESE CABBAGE,2,2.5,40,16
KIBUNGAN,IRRIGATED,2021,MAY,CHINESE CABBAGE,5,2.5,40,16
KIBUNGAN,IRRIGATED,2021,JUN,CHINESE CABBAGE,5,2.5,40,16
KIBUNGAN,IRRIGATED,2021,JUL,CHINESE CABBAGE,5,2.5,40,16
KIBUNGAN,IRRIGATED,2021,AUG,CHINESE CABBAGE,5,1,4,4
KIBUNGAN,IRRIGATED,2021,SEP,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,CHINESE CABBAGE,1,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,CHINESE CABBAGE,3,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,CHINESE CABBAGE,5,1,16,16
KIBUNGAN,IRRIGATED,2021,JAN,LETTUCE,6,5,50,10
KIBUNGAN,IRRIGATED,2021,FEB,LETTUCE,7,5,50,10
KIBUNGAN,IRRIGATED,2021,MAR,LETTUCE,5,6,60,10
KIBUNGAN,IRRIGATED,2021,APR,LETTUCE,5,7,70,10
KIBUNGAN,IRRIGATED,2021,MAY,LETTUCE,6,5,50,10
KIBUNGAN,IRRIGATED,2021,JUN,LETTUCE,7,5,50,10
KIBUNGAN,IRRIGATED,2021,JUL,LETTUCE,5,6,60,10
KIBUNGAN,IRRIGATED,2021,AUG,LETTUCE,5,7,21,3
KIBUNGAN,IRRIGATED,2021,SEP,LETTUCE,6,5,5,1
KIBUNGAN,IRRIGATED,2021,OCT,LETTUCE,6,4,32,8
KIBUNGAN,IRRIGATED,2021,NOV,LETTUCE,6,6,60,10
KIBUNGAN,IRRIGATED,2021,DEC,LETTUCE,6,7,70,10
KIBUNGAN,IRRIGATED,2021,JAN,CAULIFLOWER,0.6,0.2,0.6,3
KIBUNGAN,IRRIGATED,2021,FEB,CAULIFLOWER,0.5,0.6,1.8,3
KIBUNGAN,IRRIGATED,2021,MAR,CAULIFLOWER,0.5,0.6,1.8,3
KIBUNGAN,IRRIGATED,2021,APR,CAULIFLOWER,5,0.5,2,4
KIBUNGAN,IRRIGATED,2021,MAY,CAULIFLOWER,0.6,0.5,2,4
KIBUNGAN,IRRIGATED,2021,JUN,CAULIFLOWER,0.5,5,55,11
KIBUNGAN,IRRIGATED,2021,JUL,CAULIFLOWER,0.5,0.6,1.8,3
KIBUNGAN,IRRIGATED,2021,AUG,CAULIFLOWER,5,0.25,0.25,1
KIBUNGAN,IRRIGATED,2021,SEP,CAULIFLOWER,0.3,0.5,1.5,3
KIBUNGAN,IRRIGATED,2021,OCT,CAULIFLOWER,0.3,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,CAULIFLOWER,0.5,0.3,0.6,2
KIBUNGAN,IRRIGATED,2021,DEC,CAULIFLOWER,0.5,0.3,1.2,4
KIBUNGAN,IRRIGATED,2021,JAN,BROCCOLI,0.5,1,12,12
KIBUNGAN,IRRIGATED,2021,FEB,BROCCOLI,1,1,12,12
KIBUNGAN,IRRIGATED,2021,MAR,BROCCOLI,1.5,0.5,6,12
KIBUNGAN,IRRIGATED,2021,APR,BROCCOLI,1,1,12,12
KIBUNGAN,IRRIGATED,2021,MAY,BROCCOLI,0.5,1.5,18,12
KIBUNGAN,IRRIGATED,2021,JUN,BROCCOLI,1,1,12,12
KIBUNGAN,IRRIGATED,2021,JUL,BROCCOLI,1.5,0.5,6,12
KIBUNGAN,IRRIGATED,2021,AUG,BROCCOLI,1,1,6,6
KIBUNGAN,IRRIGATED,2021,SEP,BROCCOLI,1,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,BROCCOLI,1,0.9,10.8,12
KIBUNGAN,IRRIGATED,2021,NOV,BROCCOLI,1,1,12,12
KIBUNGAN,IRRIGATED,2021,DEC,BROCCOLI,1,1,12,12
KIBUNGAN,IRRIGATED,2021,JAN,SNAP BEANS,1,5,50,10
KIBUNGAN,IRRIGATED,2021,FEB,SNAP BEANS,5,3,30,10
KIBUNGAN,IRRIGATED,2021,MAR,SNAP BEANS,10,1,10,10
KIBUNGAN,IRRIGATED,2021,APR,SNAP BEANS,2,4,40,10
KIBUNGAN,IRRIGATED,2021,MAY,SNAP BEANS,5,2,20,10
KIBUNGAN,IRRIGATED,2021,JUN,SNAP BEANS,5,10,100,10
KIBUNGAN,IRRIGATED,2021,JUL,SNAP BEANS,5,4,40,10
KIBUNGAN,IRRIGATED,2021,AUG,SNAP BEANS,5,5,55,11
KIBUNGAN,IRRIGATED,2021,SEP,SNAP BEANS,5,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,SNAP BEANS,2,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,SNAP BEANS,10,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,SNAP BEANS,10,5,55,11
KIBUNGAN,IRRIGATED,2021,JAN,GARDEN PEAS,2,1,8,8
KIBUNGAN,IRRIGATED,2021,FEB,GARDEN PEAS,1,1,8,8
KIBUNGAN,IRRIGATED,2021,MAR,GARDEN PEAS,2,2,20,10
KIBUNGAN,IRRIGATED,2021,APR,GARDEN PEAS,2,1,10,10
KIBUNGAN,IRRIGATED,2021,MAY,GARDEN PEAS,4,2,20,10
KIBUNGAN,IRRIGATED,2021,JUN,GARDEN PEAS,1,2,20,10
KIBUNGAN,IRRIGATED,2021,JUL,GARDEN PEAS,0.5,4,40,10
KIBUNGAN,IRRIGATED,2021,AUG,GARDEN PEAS,5,2,8,4
KIBUNGAN,IRRIGATED,2021,SEP,GARDEN PEAS,5,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,GARDEN PEAS,2,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,GARDEN PEAS,1,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,GARDEN PEAS,2,5,55,11
KIBUNGAN,IRRIGATED,2021,JAN,SWEET PEPPER,3,4,40,10
KIBUNGAN,IRRIGATED,2021,FEB,SWEET PEPPER,12,6,60,10
KIBUNGAN,IRRIGATED,2021,MAR,SWEET PEPPER,15,1.5,15,10
KIBUNGAN,IRRIGATED,2021,APR,SWEET PEPPER,1,3,30,10
KIBUNGAN,IRRIGATED,2021,MAY,SWEET PEPPER,6,12,120,10
KIBUNGAN,IRRIGATED,2021,JUN,SWEET PEPPER,3,15,150,10
KIBUNGAN,IRRIGATED,2021,JUL,SWEET PEPPER,2,1,10,10
KIBUNGAN,IRRIGATED,2021,AUG,SWEET PEPPER,5,6,48,8
KIBUNGAN,IRRIGATED,2021,SEP,SWEET PEPPER,5,6,48,8
KIBUNGAN,IRRIGATED,2021,OCT,SWEET PEPPER,5,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,SWEET PEPPER,4,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,SWEET PEPPER,5,1,6,6
KIBUNGAN,IRRIGATED,2021,JAN,WHITE POTATO,43,5,100,20
KIBUNGAN,IRRIGATED,2021,FEB,WHITE POTATO,150,5,100,20
KIBUNGAN,IRRIGATED,2021,MAR,WHITE POTATO,100,5,55,11
KIBUNGAN,IRRIGATED,2021,APR,WHITE POTATO,5,43,860,20
KIBUNGAN,IRRIGATED,2021,MAY,WHITE POTATO,5,50,1000,20
KIBUNGAN,IRRIGATED,2021,JUN,WHITE POTATO,5,100,2000,20
KIBUNGAN,IRRIGATED,2021,JUL,WHITE POTATO,5,50,1050,21
KIBUNGAN,IRRIGATED,2021,AUG,WHITE POTATO,5,50,600,12
KIBUNGAN,IRRIGATED,2021,SEP,WHITE POTATO,5,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,WHITE POTATO,5,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,WHITE POTATO,15,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,WHITE POTATO,20,5,55,11
KIBUNGAN,IRRIGATED,2021,JAN,CARROTS,10,70,1120,16
KIBUNGAN,IRRIGATED,2021,FEB,CARROTS,41,60,960,16
KIBUNGAN,IRRIGATED,2021,MAR,CARROTS,30,5,55,11
KIBUNGAN,IRRIGATED,2021,APR,CARROTS,1,10,160,16
KIBUNGAN,IRRIGATED,2021,MAY,CARROTS,5,41,656,16
KIBUNGAN,IRRIGATED,2021,JUN,CARROTS,5,20,320,16
KIBUNGAN,IRRIGATED,2021,JUL,CARROTS,5,10,160,16
KIBUNGAN,IRRIGATED,2021,AUG,CARROTS,5,5,55,11
KIBUNGAN,IRRIGATED,2021,SEP,CARROTS,5,5,55,11
KIBUNGAN,IRRIGATED,2021,OCT,CARROTS,10,5,55,11
KIBUNGAN,IRRIGATED,2021,NOV,CARROTS,35,5,55,11
KIBUNGAN,IRRIGATED,2021,DEC,CARROTS,30,5,55,11
KIBUNGAN,RAINFED,2021,JAN,CABBAGE,5,30,600,20
KIBUNGAN,RAINFED,2021,FEB,CABBAGE,5,5,100,20
KIBUNGAN,RAINFED,2021,MAR,CABBAGE,5,2,40,20
KIBUNGAN,RAINFED,2021,APR,CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2021,MAY,CABBAGE,360,5,55,11
KIBUNGAN,RAINFED,2021,JUN,CABBAGE,400,5,55,11
KIBUNGAN,RAINFED,2021,JUL,CABBAGE,300,5,55,11
KIBUNGAN,RAINFED,2021,AUG,CABBAGE,100,345.08,5176.2,15
KIBUNGAN,RAINFED,2021,SEP,CABBAGE,100,5,50,10
KIBUNGAN,RAINFED,2021,OCT,CABBAGE,100,350,7000,20
KIBUNGAN,RAINFED,2021,NOV,CABBAGE,40,70,1260,18
KIBUNGAN,RAINFED,2021,DEC,CABBAGE,5,200,4000,20
KIBUNGAN,RAINFED,2021,JAN,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2021,FEB,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2021,MAR,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2021,APR,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2021,MAY,CHINESE CABBAGE,10,5,55,11
KIBUNGAN,RAINFED,2021,JUN,CHINESE CABBAGE,5,5,55,11
KIBUNGAN,RAINFED,2021,JUL,CHINESE CABBAGE,5,10,160,16
KIBUNGAN,RAINFED,2021,AUG,CHINESE CABBAGE,2,5,55,11
KIBUNGAN,RAINFED,2021,SEP,CHINESE CABBAGE,2,1,8,8
KIBUNGAN,RAINFED,2021,OCT,CHINESE CABBAGE,2,2,32,16
KIBUNGAN,RAINFED,2021,NOV,CHINESE CABBAGE,5,2,32,16
KIBUNGAN,RAINFED,2021,DEC,CHINESE CABBAGE,5,2,32,16
KIBUNGAN,RAINFED,2021,JAN,LETTUCE,5,5,55,11
KIBUNGAN,RAINFED,2021,FEB,LETTUCE,5,5,55,11
KIBUNGAN,RAINFED,2021,MAR,LETTUCE,5,5,55,11
KIBUNGAN,RAINFED,2021,APR,LETTUCE,5,5,55,11
KIBUNGAN,RAINFED,2021,MAY,LETTUCE,3,5,55,11
KIBUNGAN,RAINFED,2021,JUN,LETTUCE,2.5,5,55,11
KIBUNGAN,RAINFED,2021,JUL,LETTUCE,1,3,30,10
KIBUNGAN,RAINFED,2021,AUG,LETTUCE,2,1.58,7.9,5
KIBUNGAN,RAINFED,2021,SEP,LETTUCE,2,0.5,4,8
KIBUNGAN,RAINFED,2021,OCT,LETTUCE,2,2,16,8
KIBUNGAN,RAINFED,2021,NOV,LETTUCE,5,2,20,10
KIBUNGAN,RAINFED,2021,DEC,LETTUCE,5,2,20,10
KIBUNGAN,RAINFED,2021,JAN,CAULIFLOWER,5,5,55,11
KIBUNGAN,RAINFED,2021,FEB,CAULIFLOWER,5,5,55,11
KIBUNGAN,RAINFED,2021,MAR,CAULIFLOWER,5,5,55,11
